,Multiple All,Multiple Fatal,Single All,Single Fatal,Total All,Total Fatal,end_date,start_date,total_reactions,first_react
Rhodiola,0,0,0,0,0,0,2015-10-01,1963-07-01,50,2001-09-01
Rhus,0,0,0,0,0,0,2015-11-10,1963-07-01,3,2004-07-03
Ribose,0,0,0,0,0,0,2013-02-26,1963-07-01,14,2012-11-12
Ricinus Communis,0,0,0,0,0,0,2012-09-24,1963-07-01,2,1973-07-05
Rifabutin,0,0,0,0,0,0,2015-06-26,1963-07-01,209,1993-03-26
Rifampicin,0,0,2,0,2,0,2016-02-09,1963-07-01,2548,1963-12-01
Rifamycin,0,0,0,0,0,0,2011-04-20,1963-07-01,3,2007-02-01
Rifaximin,0,0,1,0,1,0,2016-01-07,1963-07-01,69,2009-10-10
Rilpivirine,0,0,0,0,0,0,2016-01-20,1963-07-01,216,2011-12-22
Riluzole,0,0,0,0,0,0,2016-02-08,1963-07-01,318,1996-05-05
Rimexolone,0,0,0,0,0,0,2016-01-27,1963-07-01,20,2000-05-17
Rimiterol,0,0,0,0,0,0,2011-12-14,1963-07-01,22,1975-06-22
Rimonabant,0,0,19,0,19,0,2015-11-04,1963-07-01,2888,2005-05-03
Riociguat,0,0,0,0,0,0,2015-12-21,1963-07-01,13,2015-02-14
Risedronic Acid,0,0,1,0,1,0,2016-02-09,1963-07-01,1553,
Risperidone,0,0,11,0,11,0,2016-02-04,1963-07-01,9335,
Ritodrine,0,0,0,0,0,0,2015-11-30,1963-07-01,147,1974-08-19
Ritonavir,1,0,2,0,3,0,2016-02-09,1963-07-01,2291,
Rituximab,0,0,7,0,7,0,2016-02-09,1963-07-01,4053,
Rivaroxaban,0,0,6,0,6,0,2016-02-09,1963-07-01,6779,
Rivastigmine,0,0,0,0,0,0,2016-01-27,1963-07-01,1466,1998-07-10
Rivoglitazone,0,0,0,0,0,0,2008-05-05,1963-07-01,1,2007-12-26
Rizatriptan,0,0,0,0,0,0,2016-02-04,1963-07-01,240,1998-11-06
Rocuronium,0,0,0,0,0,0,2016-02-08,1963-07-01,598,1994-10-06
Rofecoxib,0,0,7,0,7,0,2015-12-10,1963-07-01,7463,1999-02-09
Roflumilast,0,0,0,0,0,0,2015-06-24,1963-07-01,136,2010-08-06
Romiplostim,0,0,0,0,0,0,2016-02-01,1963-07-01,477,2008-05-14
Ropinirole,0,0,4,0,4,0,2016-02-08,1963-07-01,2112,
Ropivacaine,0,0,0,0,0,0,2015-09-23,1963-07-01,41,1997-03-13
Rosa,0,0,0,0,0,0,2013-04-12,1963-07-01,47,2005-08-18
Rosiglitazone,0,0,2,0,2,0,2016-02-01,1963-07-01,2944,2000-08-11
Rosmarinus Officinalis,0,0,0,0,0,0,2015-12-18,1963-07-01,29,2010-07-11
Rosuvastatin,0,0,17,0,17,0,2016-01-21,1963-07-01,2690,2003-03-29
Rotigotine,0,0,2,0,2,0,2016-01-13,1963-07-01,734,
Royal Jelly,0,0,0,0,0,0,2011-12-14,1963-07-01,2,1989-12-07
Rubia,0,0,0,0,0,0,2012-01-17,1963-07-01,12,2010-06-02
Rubia Cordifolia,0,0,0,0,0,0,2011-12-12,1963-07-01,12,2010-06-02
Rubus,0,0,0,0,0,0,2012-05-12,1963-07-01,14,2004-01-29
Rufinamide,0,0,0,0,0,0,2015-12-24,1963-07-01,48,2009-01-04
Rumex,0,0,0,0,0,0,2012-05-12,1963-07-01,14,
Rupatadine,0,0,0,0,0,0,2015-10-27,1963-07-01,11,2011-08-21
Ruscus Aculeatus,0,0,0,0,0,0,2015-07-08,1963-07-01,21,
Ruta,0,0,0,0,0,0,2012-05-12,1963-07-01,1,
Rutoside,0,0,0,0,0,0,2014-09-16,1963-07-01,14,1993-11-03
Ruxolitinib,0,0,0,0,0,0,2016-02-08,1963-07-01,413,2012-07-05
Saccharomyces,0,0,0,0,0,0,2013-01-08,1963-07-01,35,1984-06-01
Sacrosidase,0,0,0,0,0,0,2015-12-10,1963-07-01,12,
Saffron,0,0,0,0,0,0,2011-12-14,1963-07-01,7,2009-08-15
Salbutamol,0,0,1,0,1,0,2016-01-18,1963-07-01,4086,1969-04-07
Salicylamide,0,0,0,0,0,0,2012-05-12,1963-07-01,33,1965-02-16
Salicylic Acid,0,0,1,0,1,0,2016-01-15,1963-07-01,635,1965-10-19
Salix,0,0,0,0,0,0,2013-02-14,1963-07-01,20,1987-08-03
Salmeterol,0,0,2,0,2,0,2016-02-08,1963-07-01,4846,
Salsalate,0,0,1,0,1,0,2011-12-14,1963-07-01,189,1976-12-11
Salvia,0,0,0,0,0,0,2015-11-25,1963-07-01,43,2000-07-09
Samarium 153sm Lexidronam,0,0,0,0,0,0,2011-12-12,1963-07-01,9,2006-06-15
Sambucus Nigra,0,0,0,0,0,0,2012-09-19,1963-07-01,9,1997-01-23
Sanguinaria,0,0,0,0,0,0,2015-06-16,1963-07-01,2,
Santonin,0,0,0,0,0,0,2011-12-14,1963-07-01,1,1971-12-10
Saposhnikovia,0,0,0,0,0,0,2015-11-06,1963-07-01,4,2015-10-07
Sapropterin,0,0,0,0,0,0,2012-07-16,1963-07-01,5,2010-02-08
Saquinavir,0,0,0,0,0,0,2016-01-04,1963-07-01,385,1996-09-09
Sarcandra Glaber,0,0,0,0,0,0,2012-01-19,1963-07-01,7,2007-10-22
Sarcostemma,0,0,0,0,0,0,2014-06-24,1963-07-01,4,
Sargassum Pallidum,0,0,0,0,0,0,2012-05-12,1963-07-01,4,
Saussurea,0,0,0,0,0,0,2012-01-19,1963-07-01,6,2011-09-15
Saxagliptin,0,0,1,0,1,0,2016-01-27,1963-07-01,366,2010-02-03
Schedonorus,0,0,0,0,0,0,2011-12-14,1963-07-01,78,1981-03-01
Schisandra,0,0,0,0,0,0,2013-02-26,1963-07-01,34,2000-07-09
Schizonepeta,0,0,0,0,0,0,2012-05-12,1963-07-01,16,2003-10-25
Schizonepeta Tennifolia,0,0,0,0,0,0,2011-12-15,1963-07-01,16,2003-10-25
Scrophularia,0,0,1,0,1,0,2014-11-13,1963-07-01,22,2007-10-22
Scutellaria,0,0,0,0,0,0,2014-07-30,1963-07-01,64,1987-05-01
Secale Cereale,0,0,0,0,0,0,2012-01-11,1963-07-01,94,1981-03-01
Secobarbital,0,0,0,0,0,0,2013-10-01,1963-07-01,59,1964-05-23
Secretin,0,0,0,0,0,0,2011-12-14,1963-07-01,7,2007-02-27
Selegiline,0,0,1,0,1,0,2015-10-15,1963-07-01,449,1983-01-01
Selenium,0,0,0,0,0,0,2016-02-03,1963-07-01,229,1994-05-28
Selenium 75,0,0,0,0,0,0,2015-07-31,1963-07-01,37,1994-10-06
Selenonorcholestenol 75se,0,0,0,0,0,0,2011-12-14,1963-07-01,4,1979-12-12
Semiaquilegia,0,0,0,0,0,0,2012-01-16,1963-07-01,5,2009-10-20
Senna,0,0,1,0,1,0,2016-01-29,1963-07-01,821,1966-11-22
Sepia,0,0,1,0,1,0,2012-01-16,1963-07-01,4,2007-08-13
Serenoa Repens,0,0,0,0,0,0,2015-12-11,1963-07-01,115,1996-06-24
Serine,0,0,0,0,0,0,2016-02-08,1963-07-01,263,1973-05-01
Serrapeptase,0,0,0,0,0,0,2012-05-12,1963-07-01,5,2007-09-19
Sertindole,0,0,0,0,0,0,2015-11-24,1963-07-01,213,1996-07-20
Sertraline,1,0,29,0,30,0,2016-02-09,1963-07-01,10153,
Sestamibi,0,0,0,0,0,0,2015-11-17,1963-07-01,4,2014-12-31
Sevelamer,0,0,0,0,0,0,2015-11-04,1963-07-01,111,2000-01-23
Sevoflurane,0,0,1,0,1,0,2015-12-31,1963-07-01,279,1995-10-19
Shark Cartilage,0,0,0,0,0,0,2016-01-22,1963-07-01,2,
Shark Liver Oil,0,0,0,0,0,0,2011-12-12,1963-07-01,2,
Sibutramine,0,0,5,0,5,0,2015-11-04,1963-07-01,2135,2000-12-17
Sida Cordifolia,0,0,0,0,0,0,2012-03-14,1963-07-01,11,2000-07-06
Sigesbeckia,0,0,0,0,0,0,2015-09-02,1963-07-01,1,
Sildenafil,0,0,6,0,6,0,2016-02-09,1963-07-01,2060,1998-02-03
Silica,0,0,0,0,0,0,2015-06-03,1963-07-01,3,2008-08-29
Silicon,0,0,0,0,0,0,2015-08-03,1963-07-01,11,2011-08-21
Silicone,0,0,0,0,0,0,2015-12-14,1963-07-01,3,2007-01-29
Silver,0,0,0,0,0,0,2011-12-14,1963-07-01,4,1978-07-16
Silver Nitrate,0,0,0,0,0,0,2016-02-01,1963-07-01,24,1981-12-14
Silybum Marianum,0,0,0,0,0,0,2015-10-09,1963-07-01,63,2002-10-15
Simethicone,1,0,0,0,1,0,2015-12-01,1963-07-01,175,1970-09-18
Simvastatin,1,0,130,0,130,0,2016-02-09,1963-07-01,16698,
Sirolimus,0,0,1,0,1,0,2015-12-10,1963-07-01,566,2001-02-16
Sitagliptin,0,0,3,0,3,0,2016-02-09,1963-07-01,2028,2002-01-01
Sitaxsentan,0,0,0,0,0,0,2012-07-17,1963-07-01,78,2006-12-27
Sitosterol,0,0,0,0,0,0,2011-12-15,1963-07-01,2,2010-10-28
Smilax,0,0,0,0,0,0,2014-11-04,1963-07-01,72,1998-09-10
Smooth Meadow Grass Pollen,0,0,0,0,0,0,2012-04-12,1963-07-01,7,2012-02-21
Snake Venom Antiserum,0,0,0,0,0,0,2011-12-12,1963-07-01,1,2010-06-23
Sodium,0,0,0,0,0,0,2012-05-12,1963-07-01,13,1992-05-19
Sodium Acetate,0,0,0,0,0,0,2015-12-17,1963-07-01,122,1973-04-13
Sodium Acid Citrate,0,0,0,0,0,0,2015-11-18,1963-07-01,37,1982-08-18
Sodium Acid Phosphate,0,0,0,0,0,0,2016-01-18,1963-07-01,196,1966-12-12
Sodium Acid Pyrophosphate,0,0,0,0,0,0,2011-12-14,1963-07-01,9,1987-05-12
Sodium Alkylsulphoacetate,0,0,0,0,0,0,2012-05-12,1963-07-01,11,1985-06-25
Sodium Bicarbonate,0,1,0,0,1,0,2016-02-08,1963-07-01,2220,1964-05-22
Sodium Carbonate,0,0,0,0,0,0,2012-01-24,1963-07-01,5,2012-01-15
Sodium Cellulose Phosphate,0,0,0,0,0,0,2011-12-14,1963-07-01,6,1976-11-11
Sodium Chloride,0,0,0,0,0,0,2016-02-09,1963-07-01,3912,
Sodium Citrate,0,0,0,0,0,0,2016-01-12,1963-07-01,197,1974-04-05
Sodium Fluoride,0,0,0,0,0,0,2016-02-08,1963-07-01,677,1974-10-01
Sodium Gluconate,0,0,0,0,0,0,2015-05-05,1963-07-01,14,2007-10-20
Sodium Hydroxide,0,0,0,0,0,0,2015-10-08,1963-07-01,30,1973-05-01
Sodium Hypochlorite,0,0,0,0,0,0,2011-12-13,1963-07-01,18,2004-08-09
Sodium Iodide,0,0,0,0,0,0,2015-11-30,1963-07-01,74,1965-08-11
Sodium Lactate,0,0,0,0,0,0,2016-02-09,1963-07-01,1865,
Sodium Lauryl Ether Sulphate,0,0,0,0,0,0,2015-05-13,1963-07-01,13,1985-06-17
Sodium Lauryl Ethyl Sulphosuccinate,0,0,0,0,0,0,2015-05-13,1963-07-01,12,2012-07-31
Sodium Lauryl Sulphate,0,0,0,0,0,0,2014-05-09,1963-07-01,4,1998-01-01
Sodium Laurylsulphoacetate,0,0,0,0,0,0,2011-12-14,1963-07-01,1,1992-07-23
Sodium Metabisulphite,0,0,0,0,0,0,2014-01-10,1963-07-01,1,2014-01-06
Sodium Monofluorophosphate,0,0,0,0,0,0,2012-10-18,1963-07-01,20,1972-07-15
Sodium Nitroprusside,0,0,0,0,0,0,2011-12-14,1963-07-01,6,1976-04-16
Sodium Perborate,0,0,0,0,0,0,2011-12-14,1963-07-01,9,1969-06-12
Sodium Phosphate,0,0,0,0,0,0,2016-01-18,1963-07-01,216,1970-03-10
Sodium Picosulphate,2,0,0,0,2,0,2015-11-18,1963-07-01,559,1975-10-01
Sodium Pidolate,0,0,0,0,0,0,2015-11-30,1963-07-01,23,1981-01-24
Sodium Polymetaphosphate,0,0,0,0,0,0,2011-12-14,1963-07-01,1,1987-01-13
Sodium Pyrophosphate,0,0,0,0,0,0,2015-04-29,1963-07-01,14,1984-11-12
Sodium S Lactate,0,0,0,0,0,0,2016-02-09,1963-07-01,1485,1998-01-23
Sodium Selenate,0,0,0,0,0,0,2012-06-01,1963-07-01,4,
Sodium Sulphate,0,0,0,0,0,0,2016-02-08,1963-07-01,324,1990-09-09
Sodium Tetradecyl Sulphate,0,0,0,0,0,0,2015-12-29,1963-07-01,168,1967-07-27
Sodium Thiosulphate,0,0,0,0,0,0,2016-01-15,1963-07-01,45,1967-07-25
Sofosbuvir,0,0,0,0,0,0,2016-02-09,1963-07-01,258,
Solanum Virginianum,0,0,0,0,0,0,2011-12-12,1963-07-01,2,2004-12-12
Solidago,0,0,0,0,0,0,2013-07-11,1963-07-01,1,
Solifenacin,0,0,7,0,7,0,2016-02-09,1963-07-01,1561,2000-01-12
Somatostatin,0,0,0,0,0,0,2015-11-11,1963-07-01,1,
Somatrem,0,0,0,0,0,0,2012-05-12,1963-07-01,30,1986-07-01
Somatropin,0,0,0,0,0,0,2016-02-08,1963-07-01,951,1980-07-31
Sophora,0,0,0,0,0,0,2012-05-12,1963-07-01,2,
Sorafenib,0,0,1,0,1,0,2015-12-14,1963-07-01,274,2006-08-21
Sorbic Acid,0,0,0,0,0,0,2012-06-01,1963-07-01,4,
Sorbitan,0,0,0,0,0,0,2014-05-20,1963-07-01,16,2007-11-12
Sorbitan Monostearate,0,0,0,0,0,0,2011-12-12,1963-07-01,4,2007-11-12
Sorbitol,0,0,0,0,0,0,2015-09-17,1963-07-01,24,1973-05-01
Sotalol,0,0,1,0,1,0,2016-01-20,1963-07-01,876,1974-08-12
Soya Isoflavones,0,0,0,0,0,0,2015-12-24,1963-07-01,67,2008-08-11
Soya Oil,0,0,0,0,0,0,2015-10-30,1963-07-01,240,1968-04-13
Sparfloxacin,0,0,0,0,0,0,2011-12-12,1963-07-01,1,
Spatholobus,0,0,0,0,0,0,2012-01-16,1963-07-01,17,2007-06-07
Spectinomycin,0,0,0,0,0,0,2014-12-15,1963-07-01,9,1978-08-09
Sphaeranthus,0,0,0,0,0,0,2012-05-12,1963-07-01,2,2012-02-08
Spinacia Oleracea,0,0,0,0,0,0,2013-01-08,1963-07-01,13,2012-06-06
Spiraea,0,0,0,0,0,0,2012-01-17,1963-07-01,2,2008-08-29
Spiramycin,0,0,0,0,0,0,2015-11-13,1963-07-01,2,
Spironolactone,0,0,2,0,2,0,2016-01-14,1963-07-01,1885,
Spirulina,0,0,0,0,0,0,2014-03-07,1963-07-01,2,2003-07-17
Stannous Fluoride,0,0,0,0,0,0,2012-05-12,1963-07-01,118,1987-12-10
Stannous Pyrophosphate,0,0,0,0,0,0,2015-04-29,1963-07-01,6,1998-05-17
Stanozolol,0,0,0,0,0,0,2015-06-11,1963-07-01,499,1964-06-25
Star Anise Oil,0,0,0,0,0,0,2015-12-02,1963-07-01,3,
Starch Modified,0,0,0,0,0,0,2014-09-24,1963-07-01,2,
Starches,0,0,0,0,0,0,2015-10-15,1963-07-01,16,1973-06-23
Stavudine,0,0,0,0,0,0,2016-02-04,1963-07-01,1036,1996-01-22
Stellaria Media,0,0,0,0,0,0,2012-09-19,1963-07-01,18,2001-09-04
Stephania,0,0,0,0,0,0,2012-05-12,1963-07-01,1,
Sterculia,0,0,0,0,0,0,2015-12-30,1963-07-01,45,1972-11-02
Stiripentol,0,0,0,0,0,0,2015-05-05,1963-07-01,13,2004-08-27
Streptodornase,0,0,0,0,0,0,2011-12-14,1963-07-01,15,1979-03-21
Streptokinase,0,0,1,0,1,0,2015-05-05,1963-07-01,1624,1972-05-15
Streptomycin,0,0,0,0,0,0,2015-07-29,1963-07-01,142,1964-04-01
Strontium 89,0,0,0,0,0,0,2013-12-06,1963-07-01,24,1995-05-23
Strontium Acetate,0,0,0,0,0,0,2011-12-14,1963-07-01,117,1983-07-01
Strontium Chloride,0,0,0,0,0,0,2014-12-05,1963-07-01,80,1972-05-17
Strontium Ranelate,0,0,10,0,10,0,2016-01-29,1963-07-01,1488,2004-11-06
Styrax Benzoin,0,0,0,0,0,0,2016-02-03,1963-07-01,47,1973-08-09
Succimer,0,0,0,0,0,0,2013-07-12,1963-07-01,101,1989-08-11
Succinic Acid,0,0,0,0,0,0,2011-12-12,1963-07-01,4,
Sucralfate,0,0,0,0,0,0,2015-06-30,1963-07-01,263,1982-06-07
Sucrose,0,0,1,0,1,0,2016-01-29,1963-07-01,44,1985-09-15
Sugammadex,0,0,0,0,0,0,2016-01-21,1963-07-01,64,2010-05-27
Sulbenicillin,0,0,0,0,0,0,2014-08-28,1963-07-01,1,
Sulconazole,0,0,0,0,0,0,2015-06-26,1963-07-01,37,1985-04-29
Sulfabenzamide,0,0,0,0,0,0,2012-05-12,1963-07-01,25,1980-01-10
Sulfacarbamide,0,0,0,0,0,0,2011-12-14,1963-07-01,4,1980-12-29
Sulfadoxine,0,0,0,0,0,0,2011-12-14,1963-07-01,93,1980-02-01
Sulfaguanidine,0,0,0,0,0,0,2011-12-14,1963-07-01,4,1964-08-20
Sulfametopyrazine,0,0,0,0,0,0,2012-05-12,1963-07-01,141,1969-10-25
Sulfanilamide,0,0,0,0,0,0,2011-12-14,1963-07-01,4,1965-11-04
Sulfiram,0,0,0,0,0,0,2011-12-14,1963-07-01,32,1967-05-05
Sulindac,0,0,3,0,3,0,2014-09-03,1963-07-01,1099,1977-01-01
Sulphacetamide,0,0,0,0,0,0,2012-05-12,1963-07-01,28,1964-12-23
Sulphadiazine,0,0,0,0,0,0,2015-12-14,1963-07-01,188,1964-07-16
Sulphadimethoxine,0,0,0,0,0,0,2012-02-14,1963-07-01,1,2012-02-06
Sulphadimidine,0,0,0,0,0,0,2014-04-04,1963-07-01,179,1964-06-10
Sulphafurazole,0,0,0,0,0,0,2011-12-14,1963-07-01,8,1964-11-17
Sulphamethizole,0,0,0,0,0,0,2011-12-14,1963-07-01,42,1964-11-19
Sulphamethoxazole,0,0,0,0,0,0,2016-02-09,1963-07-01,7531,
Sulphamethoxydiazine,0,0,0,0,0,0,2011-12-14,1963-07-01,31,1964-06-10
Sulphamethoxypyridazine,0,0,0,0,0,0,2012-05-12,1963-07-01,128,1964-05-16
Sulphapyridine,0,0,0,0,0,0,2015-09-03,1963-07-01,13,2003-05-18
Sulphasalazine,0,0,4,0,4,0,2016-01-21,1963-07-01,4638,1963-10-01
Sulphathiazole,0,0,0,0,0,0,2012-05-12,1963-07-01,31,1964-06-16
Sulphinpyrazone,0,0,0,0,0,0,2015-06-05,1963-07-01,115,1964-11-01
Sulphur,0,0,0,0,0,0,2016-01-12,1963-07-01,49,1964-06-02
Sulphur Hexafluoride,0,0,0,0,0,0,2016-02-03,1963-07-01,380,2002-04-23
Sulphuric Acid,0,0,0,0,0,0,2012-02-15,1963-07-01,1,2010-06-21
Sulpiride,0,0,1,0,1,0,2016-01-07,1963-07-01,1196,1983-07-13
Sulthiame,0,0,0,0,0,0,2015-11-04,1963-07-01,135,1964-06-01
Sumatriptan,0,0,12,0,12,0,2016-01-20,1963-07-01,5261,1991-02-14
Sunflower Oil,0,0,0,0,0,0,2014-12-01,1963-07-01,9,2014-11-01
Sunitinib,0,0,0,0,0,0,2016-01-27,1963-07-01,1521,2006-01-06
Suprofen,0,0,0,0,0,0,2011-12-14,1963-07-01,111,1983-09-01
Sutherlandia,0,0,0,0,0,0,2011-12-12,1963-07-01,2,
Suxamethonium,0,0,2,0,2,0,2016-02-08,1963-07-01,1228,1967-06-28
Suxethonium,0,0,0,0,0,0,2015-11-30,1963-07-01,2,1988-05-18
Swarna Bhang,0,0,0,0,0,0,2015-05-07,1963-07-01,1,2015-04-21
Swertia,0,0,0,0,0,0,2014-06-24,1963-07-01,7,
Synephrine,0,0,0,0,0,0,2013-06-07,1963-07-01,6,2013-05-08
Syzygium,0,0,0,0,0,0,2016-01-13,1963-07-01,69,1973-08-09
Tabernanthe,0,0,0,0,0,0,2015-02-12,1963-07-01,8,2015-01-09
Tacalcitol,0,0,0,0,0,0,2015-05-12,1963-07-01,38,1996-05-26
Tacrine,0,0,0,0,0,0,2015-05-05,1963-07-01,1,1999-01-15
Tacrolimus,0,0,0,0,0,0,2016-02-09,1963-07-01,2514,1994-11-12
Tadalafil,0,0,4,0,4,0,2016-01-06,1963-07-01,734,2003-02-14
Tafluprost,0,0,0,0,0,0,2015-12-08,1963-07-01,42,2009-09-11
Talampicillin,0,0,1,0,1,0,2014-01-27,1963-07-01,255,1975-02-06
Tamoxifen,0,0,5,0,5,0,2016-02-02,1963-07-01,3160,1974-11-01
Tamsulosin,0,0,4,0,4,0,2016-02-04,1963-07-01,2451,1996-06-24
Tanacetum,0,0,0,0,0,0,2012-05-12,1963-07-01,18,1989-05-14
Tannic Acid,0,0,0,0,0,0,2013-11-04,1963-07-01,5,1978-11-12
Tapentadol,0,0,1,0,1,0,2016-01-20,1963-07-01,451,2009-12-14
Tar,0,0,0,0,0,0,2014-01-27,1963-07-01,10,1972-06-26
Taraxacum,0,0,0,0,0,0,2015-12-14,1963-07-01,103,1997-06-02
Tartrazine,0,0,0,0,0,0,2014-01-30,1963-07-01,11,1984-01-31
Taurine,0,0,0,0,0,0,2016-02-04,1963-07-01,33,2004-08-07
Taurolidine,0,0,0,0,0,0,2015-05-05,1963-07-01,15,2006-02-08
Tauroselcholic Acid,0,0,0,0,0,0,2008-09-26,1963-07-01,8,1994-10-06
Taxillus,0,0,0,0,0,0,2015-11-06,1963-07-01,4,
Tazarotene,0,0,0,0,0,0,2013-11-04,1963-07-01,57,1997-11-08
Tazobactam,0,0,0,0,0,0,2016-02-09,1963-07-01,1493,1993-04-12
Technetium 99m,0,0,0,0,0,0,2016-02-08,1963-07-01,89,1982-02-22
Technetium 99m Tc Ec20,0,0,0,0,0,0,2014-02-21,1963-07-01,1,2013-11-24
Technetium 99m Tc Medronate,0,0,0,0,0,0,2014-03-14,1963-07-01,7,2011-06-01
Technetium 99mtc Succimer,0,0,0,0,0,0,2014-12-11,1963-07-01,7,2013-11-26
Tegafur,0,0,0,0,0,0,2015-03-05,1963-07-01,40,2001-08-13
Tegaserod,0,0,0,0,0,0,2011-12-12,1963-07-01,3,2005-04-15
Teicoplanin,0,0,0,0,0,0,2016-02-09,1963-07-01,1774,
Telaprevir,0,0,5,0,5,0,2016-01-11,1963-07-01,2717,2011-08-29
Telbivudine,0,0,0,0,0,0,2011-12-12,1963-07-01,1,2009-04-01
Telithromycin,0,0,0,0,0,0,2011-12-12,1963-07-01,10,
Telmisartan,0,0,0,0,0,0,2015-12-14,1963-07-01,468,2000-01-25
Temafloxacin,0,0,0,0,0,0,2015-07-23,1963-07-01,68,1992-01-21
Temazepam,0,0,13,0,13,0,2015-12-16,1963-07-01,1288,1977-10-04
Temocillin,0,0,0,0,0,0,2014-10-13,1963-07-01,11,1985-03-05
Temoporfin,0,0,0,0,0,0,2013-05-07,1963-07-01,30,2002-01-28
Temozolomide,0,0,0,0,0,0,2016-01-21,1963-07-01,330,1999-08-02
Temsirolimus,0,0,0,0,0,0,2015-03-11,1963-07-01,103,2007-11-22
Tenamfetamine,0,0,0,0,0,0,2016-01-05,1963-07-01,6,2012-08-28
Tenecteplase,0,0,0,0,0,0,2015-12-22,1963-07-01,248,2001-03-12
Teniposide,0,0,0,0,0,0,2013-03-13,1963-07-01,3,
Tenofovir,0,0,0,0,0,0,2016-02-09,1963-07-01,2594,2001-08-30
Tenoxicam,0,0,0,0,0,0,2014-11-04,1963-07-01,496,1988-02-01
Terazosin,0,1,0,0,1,0,2016-01-07,1963-07-01,614,1987-04-01
Terbinafine,0,0,3,0,3,0,2016-02-01,1963-07-01,8969,
Terbutaline,0,0,0,0,0,0,2016-02-08,1963-07-01,511,1971-09-21
Terfenadine,0,0,4,0,4,0,2015-11-04,1963-07-01,2651,1981-06-12
Terhimalia Chebula,0,0,0,0,0,0,2012-01-16,1963-07-01,8,
Teriflunomide,0,0,2,0,2,0,2016-02-08,1963-07-01,96,
Teriparatide,0,0,0,0,0,0,2016-02-01,1963-07-01,1058,2004-01-15
Terlipressin,0,0,0,0,0,0,2016-02-02,1963-07-01,80,1989-10-30
Terminalia,0,0,0,0,0,0,2015-05-07,1963-07-01,3,2004-12-12
Terodiline,0,0,10,0,10,0,2015-05-05,1963-07-01,2088,1986-06-01
Terpin,1,0,0,0,1,0,2012-05-12,1963-07-01,13,1965-09-24
Terpineol,0,0,0,0,0,0,2012-11-16,1963-07-01,44,1965-03-20
Testosterone,0,0,1,0,1,0,2016-02-09,1963-07-01,1352,
Tetrabenazine,0,0,0,0,0,0,2016-01-22,1963-07-01,164,1971-08-01
Tetracaine,0,0,0,0,0,0,2015-11-06,1963-07-01,648,1964-02-02
Tetracosactrin,0,0,0,0,0,0,2015-12-01,1963-07-01,523,1968-10-30
Tetracycline,0,0,0,0,0,0,2016-01-27,1963-07-01,1157,1963-12-18
Tetrakis Copper Tetrafluoroborate,0,0,0,0,0,0,2015-07-17,1963-07-01,53,
Tetrofosmin,0,0,0,0,0,0,2015-10-26,1963-07-01,140,1994-05-12
Thalidomide,0,0,1,0,1,0,2016-02-04,1963-07-01,789,1968-07-01
Thallium,0,0,0,0,0,0,2012-05-12,1963-07-01,2,
Thallium 201,0,0,0,0,0,0,2011-12-14,1963-07-01,6,1996-03-19
Theobroma Cacao,0,0,0,0,0,0,2015-10-15,1963-07-01,10,2004-10-23
Theobroma Prepared,0,0,0,0,0,0,2015-08-28,1963-07-01,24,2012-11-12
Theobromine,0,0,0,0,0,0,2009-11-12,1963-07-01,1,2009-07-13
Theophylline,0,0,0,0,0,0,2015-12-22,1963-07-01,1237,1964-06-05
Thiabendazole,0,0,0,0,0,0,2011-12-14,1963-07-01,96,1967-02-08
Thiacetazone,0,0,0,0,0,0,2011-12-14,1963-07-01,24,1963-12-12
Thiamazole,0,0,0,0,0,0,2014-09-25,1963-07-01,14,2008-05-20
Thiethylperazine,0,0,0,0,0,0,2011-12-14,1963-07-01,123,1964-07-04
Thioctic Acid,0,0,0,0,0,0,2012-02-21,1963-07-01,12,2008-08-26
Thioguanine,0,0,0,0,0,0,2015-10-05,1963-07-01,122,1975-07-20
Thiomersal,0,0,0,0,0,0,2012-05-12,1963-07-01,21,1971-06-28
Thiopental,0,0,0,0,0,0,2015-11-30,1963-07-01,721,1963-11-14
Thiopentone,0,0,0,0,0,0,2014-09-01,1963-07-01,670,1963-11-14
Thioridazine,0,0,1,0,1,0,2015-12-01,1963-07-01,1050,1964-06-08
Thiotepa,0,0,0,0,0,0,2016-01-12,1963-07-01,126,1963-11-01
Thiouracil,0,0,0,0,0,0,2015-11-04,1963-07-01,276,1971-06-15
Threonine,0,0,0,0,0,0,2016-02-08,1963-07-01,258,1973-05-01
Threonine Dl,0,0,0,0,0,0,2015-07-15,1963-07-01,25,1976-08-20
Thrombin,0,0,0,0,0,0,2016-02-02,1963-07-01,76,1999-09-06
Thuja,0,0,0,0,0,0,2013-10-22,1963-07-01,4,2012-07-01
Thymol,0,0,0,0,0,0,2012-11-16,1963-07-01,59,1965-03-20
Thymus,0,0,0,0,0,0,2016-01-13,1963-07-01,94,1973-08-09
Thyroid,0,0,0,0,0,0,2012-12-10,1963-07-01,2,2012-11-21
Thyrotrophin,0,0,0,0,0,0,2014-08-19,1963-07-01,7,2005-03-16
Tiagabine,0,0,1,0,1,0,2015-07-08,1963-07-01,165,1998-08-28
Tianeptine,0,0,0,0,0,0,2011-12-13,1963-07-01,3,
Tiaprofenic Acid,0,0,2,0,2,0,2015-11-04,1963-07-01,2039,
Tibolone,0,0,4,0,4,0,2015-12-30,1963-07-01,3846,1991-04-12
